1 25 49
6133865761 12599838001 19065810241
3801585649 12600736009 21399886369
11700532561 12602532121 13504531681
898620529 12603430225 24308239921
5246539489 12603430225 19960320961
130667761 12607921225 25085174689
3060413041 12607921225 22155429409
8610169681 12607921225 16605672769
9550566529 12607921225 15665275921
11406453601 12608819521 13811185441
174055249 12610616209 25047177169
4615435969 12616905625 20618375281
7149209809 12616905625 18084601441
1235030449 12618702889 24002375329
7079034769 12618702889 18158371009
3848093089 12619601569 21391110049
3313038481 12621399025 21929759569
9354951841 12621399025 15887846209
2079451201 12622297801 23165144401
5660907121 12624994321 19589081521
71385601 12626792161 25182198721
10824529681 12626792161 14429054641
3094081 12629489161 25255884241
4419457441 12629489161 20839520881
8343543649 12633085609 16922627569
80586529 12634884025 25189181521
2815045249 12634884025 22454722801
2394047041 12638481241 22882915441
10536817201 12638481241 14740145281
1450771921 12640280041 23829788161
5899315249 12641179489 19383043729
6972751009 12641179489 18309607969
5026384609 12651075529 20275766449
8967521809 12651075529 16334629249
10251360001 12651975361 15052590721
1468499041 12653775121 23839051201
2936664481 12653775121 22370885761
4467451921 12653775121 20840098321
6830857201 12653775121 18476693041
5499853921 12656475001 19813096081
416119201 12657375025 24898630849
605110801 12657375025 24709639249
2354869729 12660075289 22965280849
8079672769 12660075289 17240477809
8775755041 12667277401 16558799761
9968225281 12667277401 15366329521
467554129 12672680329 24877806529
604815649 12673580929 24742346209
347785201 12676282921 25004780641
6115729 12678084409 25350053089
3655048849 12678084409 21701119969
759498481 12678985201 24598471921
4214476561 12683489641 21152502721
245580241 12684390625 25123201009
3132305089 12684390625 22236476161
5668132369 12684390625 19700648881
8585319649 12684390625 16783461601
931531441 12688896025 24446260609
2283215089 12688896025 23094576961
5340540241 12688896025 20037251809
7818626929 12688896025 17559165121
4321353169 12691599649 21061846129
1804635361 12692500921 23580366481
6624494881 12692500921 18760506961
161010721 12697007761 25233004801
1933272961 12697007761 23460742561
2815045249 12700613809 22586182369
4809838609 12700613809 20591389009
2646999601 12702417025 22757834449
8396240161 12702417025 17008593889
1120843441 12703318681 24285793921
9409194001 12703318681 15997443361
271441 12710533081 25420794721
60078001 12711435025 25362792049
1380196801 12711435025 24042673249
94148209 12714141049 25334133889
6452748241 12719553961 18986359681
7560476401 12719553961 17878631521
1327363489 12722260849 24117158209
5182992049 12722260849 20261529649
547606801 12724065601 24900524401
9133433761 12724065601 16314697441
368371249 12726772969 25085174689
12619601569 12726772969 12833944369
3399239809 12727675489 22056111169
12406172689 12727675489 13049178289
5440390081 12729480625 20018571169
6343963201 12729480625 19114998049
761815201 12730383241 24698951281
4177166161 12730383241 21283600321
2199891409 12732188569 23264485729
11982148369 12732188569 13482228769
45064369 12735799609 25426534849
11771599009 12735799609 13700000209
224310529 12738508225 25252705921
3466030129 12738508225 22010986321
2174636689 12740314129 23305991569
11562055729 12740314129 13918572529
8022247489 12741217129 17460186769
1010794849 12745732609 24480670369
1551020689 12745732609 23940444529
11353541809 12745732609 14137923409
12594001729 12745732609 12897463489
8860268641 12746635801 16633002961
2695582561 12748442281 22801302001
2955770689 12749345569 22542920449
11992659121 12751152241 13509645361
4596975601 12752055625 20907135649
7305291841 12752055625 18198819409
115627009 12759283849 25402940689
10939695649 12759283849 14578872049
13830961 12761994961 25510158961
7837383841 12761994961 17686606081
524272609 12768322009 25012371409
396766561 12770130025 25143493489
1294344529 12770130025 24245915521
4034917441 12770130025 21505342609
6105390769 12770130025 19434869281
669308641 12771034081 24872759521
8589767761 12771034081 16952300401
11105576689 12772842289 14440107889
1791744241 12773746441 23755748641
286861969 12776459089 25266056209
5216161729 12776459089 20336756449
6114145249 12776459089 19438772929
10530248689 12776459089 15022669489
831803281 12778267681 24724732081
7653975169 12783694225 17913413281
10814128081 12783694225 14753260369
7053144289 12786407929 18519671569
10327234129 12786407929 15245581729
194630401 12787312561 25379994721
42523441 12789121921 25535720401
1011685249 12790026649 24568368049
492795601 12791836201 25090876801
4873296481 12791836201 20710375921
519841 12792741025 25584962209
2068339441 12792741025 23517142609
697329649 12795455689 24893581729
323388289 12797265625 25271142961
2578303729 12797265625 23016227521
120143521 12802696201 25485248881
1612263409 12803601409 23994939409
4387870081 12805411921 21222953761
1208883361 12806317225 24403751089
2049463441 12806317225 23563171009
5947340161 12806317225 19665294289
7472046481 12806317225 18140587969
936788449 12808127929 24679467409
9924742129 12809033329 15693324529
3894633649 12810844225 21727054801
10237999489 12810844225 15383688961
189310081 12811749721 25434189361
2783512081 12816277681 22849043281
3141266209 12817183369 22493100529
9725312689 12821712289 15918111889
63473089 12822618169 25581763249
6804105169 12822618169 18841131169
4995521041 12825336001 20655150961
8057037121 12825336001 17593634881
1423326529 12827148049 24230969569
9953454289 12827148049 15700841809
5202961 12828054121 25650905281
4721201521 12828054121 20934906721
1210970401 12829866361 24448762321
7291622881 12829866361 18368109841
90763729 12835303849 25579843969
9527126449 12835303849 16143481249
2324107681 12843462241 23362816801
1964351041 12846182281 23728013521
24690961 12847089025 25669487089
2463236161 12847089025 23230941889
9330207649 12849809449 16369411249
1654943761 12852530161 24050116561
3756341521 12852530161 21948718801
7794947521 12855251161 17915554801
3622956481 12857065321 22091174161
5638357921 12857065321 20075772721
440706049 12860694025 25280682001
1519674289 12860694025 24201713761
4182596929 12860694025 21538791121
6558246289 12860694025 19163141761
3015437569 12863415889 22711394209
449143249 12865230625 25281318001
3100373761 12865230625 22630087489
4570976881 12865230625 21159484369
9391741921 12865230625 16338719329
27952369 12867952969 25707953569
281199361 12868860481 25456521601
5618851681 12868860481 20118869281
865359889 12871583209 24877806529
3869089 12876121729 25748374369
4778542129 12876121729 20973701329
231557089 12878845225 25526133361
907636129 12878845225 24850054321
6935391841 12879753121 18824114401
8940269809 12881569009 16822868209
1903664161 12882477001 23861289841
2615606449 12885201169 23154795889
7535802481 12887017441 18238232401
9114711841 12887017441 16659323041
1130102689 12890650369 24651198049
149401729 12892467025 25635532321
1095411409 12892467025 24689522641
3620067889 12895192249 22170316609
2350407361 12897917761 23445428161
8747299729 12898826329 17050352929
12592655089 12898826329 13204997569
1862699281 12900643561 23938587841
6315639841 12900643561 19485647281
5457220129 12901552225 20345884321
12289274449 12901552225 13513830001
4422649009 12903369649 21384090289
5410043809 12903369649 20396695489
6759635089 12906096025 19052556961
11987841121 12906096025 13824350929
1079521 12909731641 25818383761
68840209 12912458689 25756077169
11688420769 12912458689 14136496609
2169416929 12917004409 23664591889
8555695009 12917004409 17278313809
3981231409 12917913649 21854595889
7279673041 12920641561 18561610081
11391079441 12920641561 14450203681
576336049 12928827025 25281318001
4565299489 12928827025 21292354561
391367089 12930646369 25469925649
11095883569 12930646369 14765409169
2923889329 12931556089 22939222849
38725729 12933375625 25828025521
6585484801 12933375625 19281266449
8365480369 12936105169 17506729969
8568649489 12936105169 17303560849
3485839681 12938835001 22391830321
241833601 12941565121 25641296641
4276244449 12942475225 21608706001
6076358401 12942475225 19808592049
10802899969 12942475225 15082050481
12833944369 12942475225 13051006081
12402608689 12945205729 13487802769
16394401 12947936521 25879478641
12188380801 12947936521 13707492241
2239844929 12949757209 23659669489
1051769761 12952488481 24853207201
1763412049 12956130625 24148849201
2452131361 12956130625 23460129889
10512195841 12956130625 15400065409
11762920849 12956130625 14149340401
2770232689 12958862569 23147492449
10349089 12960684025 25911018961
1762572289 12960684025 24158795761
127938721 12961594801 25795250881
504945841 12961594801 25418243761
6412966561 12961594801 19510223041
11551735441 12961594801 14371454161
648058849 12963416449 25278774049
8299756609 12963416449 17627076289
808776721 12969793225 25130809729
5139312721 12969793225 20800273729
271821169 12971615449 25671409729
10223838769 12971615449 15719392129
11132571121 12975260281 14817949441
3783849169 12977082889 22170316609
7989320689 12977082889 17964845089
1341830161 12977994241 24614158321
987027889 12980728489 24974429089
3248886001 12982551481 22716216961
4131789841 12982551481 21833313121
181953121 12983463025 25784972929
3353683921 12983463025 22613242129
4355868001 12983463025 21611058049
10924639441 12983463025 15042286609
5840474929 12986197849 20131920769
9937896721 12988932961 16039969201
49885969 12990756529 25931627089
6242106049 12990756529 19739407009
6776747041 12993492121 19210237201
1182740881 12996228001 24809715121
7803425569 12998964169 18194502769
109977169 12999876289 25889775409
2751736849 12999876289 23248015729
344807761 13001700625 25658593489
4964188849 13001700625 21039212401
2131576561 13002612841 23873649121
10512195841 13002612841 15493029841
4983089281 13005349681 21027610081
2650911169 13008086809 23365262449
9654438049 13008086809 16361735569
1666517329 13012649329 24358781329
10307731729 13013561929 15719392129
205320241 13015387225 25825454209
976000081 13015387225 25054774369
1395844321 13016299921 24636755521
55965361 13020863881 25985762401
6072929041 13020863881 19968798721
7619020369 13021776769 18424533169
7879249 13029081025 26050282801
2293164769 13029081025 23764997281
3223627729 13029081025 22834534321
9373531489 13029081025 16684630561
5608062769 13031820649 20455578529
6530094481 13032733921 19535373361
101626561 13038214225 25974801889
1256631601 13038214225 24819796849
3590526241 13038214225 22485902209
9902439121 13038214225 16173989329
4150322929 13040041249 21929759569
1626266929 13040954809 24455642689
7436130289 13045523089 18654915889
19989841 13046436841 26072883841
3068162881 13048264441 23028366001
5905461409 13051920025 20198378641
9095246161 13051920025 17008593889
9701659009 13051920025 16402181041
12897463489 13051920025 13206376561
4746796609 13053748009 21360699409
12590410849 13053748009 13517085169
2025630049 13056490225 24087350401
7510475569 13056490225 18602504881
12285283921 13057404361 13829524801
564205009 13059232729 25554260449
430936081 13060146961 25689357841
715188049 13062889849 25410591649
11982148369 13062889849 14143631329
315453121 13065633025 25815812929
3848837521 13065633025 22282428529
1572043201 13070205625 24568368049
1873937521 13070205625 24266473729
2583993889 13070205625 23556417361
11681070241 13070205625 14459341009
883813441 13071120241 25258427041
301057201 13073864281 25846671361
6286745521 13073864281 19860983041
217828081 13075693801 25933559521
3095698321 13075693801 23055689281
2122849 13076608609 26151094369
8819651569 13076608609 17333565649
902822209 13079353225 25255884241
4676234689 13079353225 21482471761
5379195649 13079353225 20779510801
11382115969 13079353225 14776590481
9303952849 13082098129 16860243409
1070009521 13083928225 25097846929
5739729121 13083928225 20428127329
138133009 13090334569 26042536129
171688609 13090334569 26008980529
3948739921 13098573601 22248407281
9107075761 13098573601 17090071441
1273704721 13101320521 24928936321
3401339041 13101320521 22801302001
8546817601 13103151961 17659486321
10790846641 13103151961 15415457281
2138785009 13104067729 24069350449
3710393569 13108647049 22506900529
76440049 13109563009 26142685969
2418967489 13109563009 23800158529
2436721 13111395025 26220353329
1922033281 13111395025 24300756769
5575758241 13116891841 20658025441
6046773121 13116891841 20187010561
4525656529 13117808089 21709959649
10498666369 13117808089 15736949809
6896804209 13122389809 19347975409
1494827569 13123306249 24751784929
2969923009 13123306249 23276689489
6999497569 13127888929 19256280289
1480017841 13128805561 24777593281
5153947681 13128805561 21103663441
8276814529 13131555649 17986296769
32821441 13133389201 26233956961
8717396689 13134306025 17551215361
10208879521 13134306025 16059732529
605996689 13136139769 25666282849
415222129 13137056689 25858891249
2420738401 13142558881 23864379361
832264801 13144393201 25456521601
260144641 13147144921 26034145201
1733306689 13149896929 24566487169
6720228529 13149896929 19579565329
21003889 13150814329 26280624769
5413574929 13150814329 20888053729
3574007089 13152649225 22731291361
9921554449 13152649225 16383744001
8524644241 13153566721 17782489201
3751195009 13159072369 22566949729
362483521 13160907841 25959332161
13051006081 13160907841 13270809601
7349521 13161825625 26316301729
1093823329 13161825625 25229827921
8009713009 13161825625 18313938241
12832131841 13161825625 13491519409
4323457009 13163661289 22003865569
12614209969 13163661289 13713112609
140968129 13166415025 26191861921
3216364369 13166415025 23116465681
6748786801 13166415025 19584043249
12397263649 13166415025 13935566401
1820814241 13167333001 24513851761
257057089 13169169049 26081281009
12181316161 13170087121 14158858081
2846329201 13171923361 23497517521
9636759889 13172841529 16708923169
11966390881 13174677961 14382965041
6545295409 13178351209 19811407009
4932393361 13180188025 21427982689
11752511281 13180188025 14607864769
1989070801 13181106481 24373142161
11539700929 13186617889 14833534849
1156612081 13188455281 25220298481
1390469521 13188455281 24986441041
7745584081 13193968225 18642352369
11327983489 13193968225 15059952961
96721 13194887161 26389677601
57896881 13194887161 26331877441
8143438081 13194887161 18246336241
9354564961 13194887161 17035209361
3439705201 13197644161 22955583121
4230331681 13197644161 22164956641
100180081 13199482321 26298784561
11117382721 13202239801 15287096881
547887649 13204997569 25862107489
1368334081 13207755625 25047177169
12896100721 13207755625 13519410529
367067281 13208675041 26050282801
5577251761 13208675041 20840098321
764356609 13210513969 25656671329
12587269249 13210513969 13833758689
10907922481 13211433481 15514944481
2262048721 13216951225 24171853729
7955034481 13216951225 18478867969
9075039169 13218790729 17362542289
48874081 13221550225 26394226369
222099409 13221550225 26221001041
2724944401 13221550225 23718156049
3557764609 13221550225 22885335841
4117660561 13221550225 22325439889
5094676129 13221550225 21348424321
10699626721 13221550225 15743473729
11975581489 13221550225 14467518961
1722001009 13224310009 24726619009
1016270641 13225230001 25434189361
7484499169 13227990169 18971481169
11672857681 13229830441 14786803201
11135569 13232591089 26454046609
10492519489 13232591089 15972662689
3035679409 13233511369 23431343329
4714607569 13233511369 21752415169
6200460049 13238113249 20275766449
4085638561 13239033721 22392428881
113188321 13243636561 26374084801
3307515121 13243636561 23179758001
8798252401 13244557225 17690862049
10286624929 13244557225 16202489521
1303426609 13249161025 25194895441
6257284609 13249161025 20241037441
11073984289 13251923689 15429863089
544148929 13255607689 25967066449
412943041 13257449881 26101956721
2552169361 13257449881 23962730401
5347850641 13257449881 21167049121
10081967281 13257449881 16432932481
693216241 13258371025 25823525809
4938013441 13258371025 21578728609
1844101249 13260213409 24676325569
299670721 13263898561 26228126401
7226530081 13263898561 19301267041
860072929 13265741329 25671409729
10777969489 13265741329 15753513169
2088215809 13269427249 24450638689
6030609649 13269427249 20508244849
9878570881 13271270401 16663969921
2605796209 13272192025 23938587841
8524274929 13272192025 18020109121
40538689 13274957089 26509375489
492529249 13274957089 26057384929
699126481 13277722441 25856318401
1044647041 13277722441 25510797841
889249 13279566169 26558243089
1625621761 13282332001 24939042241
3368525521 13286020225 23203514929
9676460161 13286020225 16895580289
4500665569 13288786729 22076907889
7398924289 13288786729 19178649169
127215841 13290631225 26454046609
3177464161 13290631225 23403798289
1246866721 13294320601 25341774481
4783243921 13296165481 21809087041
10193123521 13298933041 16404742561
5862505489 13301700889 20740896289
6971749009 13301700889 19631652769
8253177409 13301700889 18350224369
9475659649 13301700889 17127742129
2859361729 13302623569 23745885409
5122121761 13308160321 21494198881
68178049 13310929129 26553680209
1218917569 13310929129 25402940689
4355569 13315544449 26626733329
1466660209 13315544449 25164428689
9276193969 13318314025 17360434081
9904429441 13318314025 16732198609
88378801 13322007241 26555635681
2488912321 13323854041 24158795761
1982653729 13324777489 24666901249
3802325569 13324777489 22847229409
7985030881 13333089961 18681149041
4630394209 13334937529 22039480849
5696173729 13334937529 20973701329
27363361 13335861361 26644359361
9078087841 13335861361 17593634881
1531704769 13341405025 25151105281
1703955841 13341405025 24978854209
6720228529 13341405025 19962581521
7036022161 13341405025 19646787889
3718194529 13343253169 22968311809
636603361 13346025625 26055447889
4290643009 13346025625 22401408241
3183554929 13352495809 23521436689
8881366081 13354344721 17827323361
279257521 13355269225 26431280929
466862449 13355269225 26243676001
605996689 13355269225 26104541761
869011441 13355269225 25841527009
345699649 13359892225 26374084801
763030129 13359892225 25956754321
4900140001 13360816921 21821493841
9334844689 13362666409 17390488129
13206376561 13363591201 13520805841
4844401 13365440881 26726037361
12893829601 13365440881 13837052161
7719906769 13366365769 19012824769
3663759841 13369140625 23074521409
6856999249 13369140625 19881282001
1958682049 13371915769 24785149489
154728721 13373766025 26592803329
1136970961 13373766025 25610561089
2687489281 13373766025 24060042769
8686053601 13373766025 18061478449
4479491041 13374691201 22269891361
12274645681 13374691201 14474736721
2374320529 13376541649 24378762769
11968141201 13382093761 14796046321
13270809601 13382093761 13493377921
157577809 13383019225 26608460641
1130506129 13383019225 25635532321
6472041601 13383019225 20293996849
13049178289 13383019225 13716860161
12828507169 13384870249 13941233329
2923889329 13387647025 23851404721
5545929841 13387647025 21229364209
9054093409 13387647025 17721200641
12608819521 13387647025 14166474529
11663784001 13391349841 15118915681
12390138721 13391349841 14392560961
8492175409 13394127289 18296079169
12172488241 13395979081 14619469921
693889 13399683049 26798672209
66569281 13401535225 26736501169
90763729 13401535225 26712306721
1340804689 13401535225 25462265761
1440278401 13401535225 25362792049
11361641281 13402461361 15443281441
5368932529 13404313729 21439694929
4084615921 13405239961 22725864001
2230767361 13407092521 24583417681
3524678161 13407092521 23289506881
11740372609 13408018849 15075665089
576816289 13415430625 26254044961
4330561249 13415430625 22500300001
8299756609 13415430625 18531104641
11525954881 13415430625 15304906369
390181009 13418210569 26446240129
3002930401 13420990801 23839051201
799362529 13421917609 26044472689
11312662321 13423771321 15534880321
42211009 13424698225 26807185441
1568714449 13424698225 25280682001
6227261569 13426552129 20625842689
6503938609 13427479129 20351019649
239661361 13430260321 26620859281
2262048721 13430260321 24598471921
11100518881 13433041801 15765564721
1057615441 13437678241 25817741041
2800420561 13437678241 24074935921
5316013921 13437678241 21559342561
8108822401 13437678241 18766534081
14984641 13438605625 26862226609
7199013409 13438605625 19678197841
5208075889 13440460489 21672845089
8501024401 13443243025 18385461649
10889548609 13443243025 15996937441
2520140401 13446953521 24373766641
10469177761 13446953521 16424729281
125462401 13451592361 26777722321
11992369 13452520225 26893048081
1814163649 13452520225 25090876801
524272609 13454376049 26384479489
10679775649 13454376049 16228976449
395174641 13457160025 26519145409
4183631761 13457160025 22730688289
6329952721 13458088081 20586223441
3392946001 13460872441 23528798881
7919398081 13460872441 19002346801
836424241 13462728841 26089033441
1351371121 13462728841 25574086561
10176572641 13465513681 16754454721
3882660721 13466442025 23050223329
10471224241 13466442025 16461659809
4467719281 13472012761 22476306241
5985962161 13472012761 20958063361
1019333329 13473869929 25928406529
8228848369 13473869929 18718891489
191296561 13476655921 26762015281
5049097249 13477584649 21906072049
6943388929 13477584649 20011780369
10263918721 13479442201 16694965681
47789569 13482228769 26916667969
2152124881 13485015625 24817906369
7731509041 13485015625 19238522209
519794401 13485944641 26452094881
9886523761 13485944641 17085365521
2679201121 13488731881 24298262641
343249729 13491519409 26639789089
2826729889 13491519409 24156308929
116661601 13493377921 26870094241
10057883521 13493377921 16928872321
1680426049 13497095329 25313764609
4038729601 13499883721 22961037841
980879761 13502672401 26024465041
3260752609 13508250625 23755748641
9853143169 13508250625 17163358081
1438457329 13510110289 25581763249
7545180769 13510110289 19475039809
4892023249 13515690049 22139356849
6691076401 13518480361 20345884321
5748217489 13519410529 21290603569
6848689 13522201225 27037553761
2357393809 13522201225 24687008641
5987200129 13522201225 21057202321
13204997569 13522201225 13839404881
9649722289 13524061849 17398401409
1265011489 13524992209 25784972929
12890650369 13524992209 14159334049
3684854209 13529644489 23374434769
12578295409 13529644489 14480993569
99181681 13530575041 26961968401
4257432001 13530575041 22803718081
9314373121 13532436241 17750499361
1674528241 13535228281 25395928321
7360438849 13536159025 19711879201
12267999121 13536159025 14804318929
22363441 13540813225 27059263009
2044577089 13540813225 25037049361
2560258801 13540813225 24521367649
7693570369 13540813225 19388056081
3895881889 13543606129 23191330369
4867434289 13543606129 22219777969
11959828321 13544537161 15129246001
585204481 13554780625 26524356769
11653850209 13554780625 15455711041
448126561 13555712041 26663297521
5818485841 13555712041 21292938241
465566929 13557574969 26649583009
668170801 13558506481 26448842161
9032411521 13558506481 18084601441
329168449 13561301209 26793433969
6442149169 13561301209 20680453249
7177308961 13563164521 19949020081
32069569 13564096225 27096122881
2655031729 13564096225 24473160721
913429729 13566891529 26220353329
11350132369 13566891529 15783650689
906792769 13568755225 26230717681
5514102049 13568755225 21623408401
2845969 13571551009 27140256049
228402769 13571551009 26914699249
7430612401 13577143441 19723674481
9047624161 13577143441 18106662721
1104432289 13579940089 26055447889
11048742769 13580872369 16113001969
169234081 13583669401 26998104721
145902241 13586466721 27027031201
8753286481 13586466721 18419646961
1181228161 13588331761 25995435361
3755115841 13588331761 23421547681
4051195201 13591129561 23131063921
6995816881 13591129561 20186442241
2443621489 13593927649 24744233809
3491273569 13594860409 23698447249
4583696209 13594860409 22606024609
8849729329 13596726025 18343722721
10749749761 13596726025 16443702289
1313265121 13597658881 25882052641
1939433521 13597658881 25255884241
2199328609 13599524689 24999720769
4648921489 13599524689 22550127889
81739681 13606056025 27130372369
3002930401 13606056025 24209181649
6196680961 13606056025 21015431089
13493377921 13606056025 13718734129
13045523089 13608855649 14172188209
75916369 13610722225 27145528081
2969923009 13610722225 24251521441
10453222081 13614455761 16775689441
8477069041 13616322721 18755576401
1491272689 13617256249 25743239809
8653278529 13617256249 18581233969
1539856081 13620057025 25700257969
5283690721 13620057025 21956423329
6815988481 13620057025 20424125569
12381235441 13620057025 14858878609
5486513041 13625659441 21764805841
12161898961 13625659441 15089419921
606686161 13628461081 26650236001
35988001 13630329001 27224670001
414163201 13630329001 26846494801
835383409 13635933529 26436483649
4432496929 13635933529 22839370129
2487914641 13638736225 24789557809
8458296961 13638736225 18819175489
11726507521 13639670521 15552833521
258019969 13641539209 27025058449
19439281 13647146041 27274852801
1784133121 13647146041 25510158961
2329317169 13648080625 24966844081
11510500369 13648080625 15785660881
6637849729 13649949889 20662050049
1100049889 13652754025 26205458161
5954745889 13652754025 21350762161
3849085681 13653688801 23458291921
504586369 13655558449 26806530529
1836722449 13655558449 25474394449
6914421409 13655558449 20396695489
9867839569 13655558449 17443277329
649689121 13656493321 26663297521
2877356881 13656493321 24435629761
8720209 13659298129 27309876049
377641489 13659298129 26940954769
8264809921 13661168161 19057526401
138462289 13662103225 27185744161
812877121 13662103225 26511329329
3301996369 13662103225 24022210081
5323307521 13662103225 22000898929
994077841 13672391041 26350704241
5057058769 13673326489 22289594209
4283309809 13678004209 23072698609
1400480929 13678939849 25957398769
2046024289 13678939849 25311855409
9579124129 13678939849 17778755569
10869522049 13678939849 16488357649
178516321 13680811225 27183106129
3479938081 13680811225 23881684369
6461426689 13680811225 20900195761
13520805841 13680811225 13840816609
7933643041 13681746961 19429850881
8072842801 13684554361 19296265921
12886563361 13686426121 14486288881
1193218849 13687362049 26181505249
55696369 13692042169 27328387969
12572464129 13692042169 14811620209
9409 13692978289 27385947169
6661334689 13697659369 20733984049
106481761 13698595681 27290709601
5716418449 13701404809 21686391169
365612641 13704214225 27042815809
766680721 13704214225 26641747729
9293152801 13704214225 18115275649
10448315089 13704214225 16960113361
7882421089 13708897225 19535373361
11950643761 13708897225 15467150689
6286745521 13712644201 21138542881
1736472241 13714517881 25692563521
4223830081 13717328641 23210827201
7666578481 13717328641 19768078801
1021505521 13718265625 26415025729
10239618481 13718265625 17196912769
11643057409 13720139689 15797221969
52896529 13721076769 27389257009
4136161969 13721076769 23305991569
3345581281 13728574561 24111567841
4834281841 13728574561 22622867281
9928801 13731386761 27452844721
1645032481 13731386761 25817741041
3117100561 13731386761 24345672961
9009996241 13731386761 18452777281
7693570369 13734199249 19774828129
5002591441 13737949681 22473307921
6113832481 13745452081 21377071681
17833729 13748266009 27478698289
11034872209 13748266009 16461659809
5481773521 13752018361 22022263201
7402709521 13754832961 20106956401
564585121 13756709521 26948833921
2622361681 13756709521 24891057361
717757681 13759524601 26801291521
2107819921 13759524601 25411229281
1897560721 13760463025 25623365329
2633023969 13760463025 24887902081
7506316321 13760463025 20014609729
8729725489 13760463025 18791200561
9621451921 13766094241 17910736561
492085489 13771726609 27051367729
700713841 13773604321 26846494801
38551681 13774543225 27510534769
1638711361 13774543225 25910375089
214534609 13776421129 27338307649
3213415969 13777360129 24341304289
4845134449 13777360129 22709585809
319944769 13779238225 27238531681
1078399921 13779238225 26480076529
4017404689 13779238225 23541071761
5942713921 13779238225 21615762529
1366561 13780177321 27558988081
945624001 13784873281 26624122561
3457557601 13784873281 24112188961
4615435969 13785812569 22956189169
6165547441 13787691241 21409835041
7320684721 13787691241 20254697761
8452411969 13791448969 19130485969
2167740481 13794267601 25420794721
7142109121 13794267601 20446426081
184497889 13796146849 27407795809
1285724449 13796146849 26306569249
2936664481 13802725225 24668785969
9216192001 13802725225 18389258449
5250886369 13804605049 22358323729
10141094209 13804605049 17468115889
1226610529 13805545009 26384479489
3848093089 13810245289 23772397489
73119601 13813065841 27553012081
2514320449 13814006089 25113691729
5773416289 13814006089 21854595889
7136701441 13815886681 20495071921
3568321 13816827025 27630085729
2000683441 13816827025 25632970609
85951441 13822469761 27558988081
9015692401 13822469761 18629247121
8178127489 13824350929 19470574369
3083469841 13827172921 24570876001
9848379121 13827172921 17805966721
2455499809 13832817769 25210135729
13718734129 13832817769 13946901409
13491519409 13833758689 14175997969
1543468369 13835640625 26127812881
5922995521 13835640625 21748285729
30217009 13838463769 27646710529
13040041249 13838463769 14636886289
12815824849 13842228409 14868631969
13519410529 13842228409 14165046289
637512001 13844110921 27050709841
1754018161 13844110921 25934203681
439028209 13845052225 27251076241
4400597569 13845052225 23289506881
6954392449 13845052225 20735712001
13199482321 13845052225 14490622129
12592655089 13846934929 15101214769
5605966129 13849759225 22093552321
12881569009 13849759225 14817949441
872434369 13852583809 26832733249
12370555729 13852583809 15334611889
3268294561 13853525401 24438756241
277189201 13855408681 27433628161
3707226769 13856350369 24005473969
12565737409 13856350369 15146963329
24512401 13858233841 27691955281
628153969 13859175625 27090197281
4536157201 13859175625 23182194049
5023832641 13859175625 22694518609
7906944241 13859175625 19811407009
360354289 13863885025 27367415761
789441409 13863885025 26938328641
8619079921 13864827001 19110574081
12252054721 13864827001 15477599281
11929663729 13866711049 15803758369
1143589489 13870479529 26597369569
253987969 13873306225 27492624481
968890129 13873306225 26777722321
1895992849 13875190849 25854388849
2014842769 13875190849 25735538929
11710919089 13875190849 16039462609
11940588529 13875190849 15809793169
2760766849 13876133209 24991499569
2955770689 13878018025 24800265361
9271186369 13878018025 18484849681
6631007761 13878960481 21126913201
11493340849 13884615889 16275890929
5440390081 13886501281 22332612481
11276953249 13894987129 16513021009
7638934801 13895930161 20152925521
1450771921 13897816321 26344860721
4384691089 13901589025 23418486961
11324577889 13901589025 16478600161
388129 13903475569 27806563009
3568509169 13903475569 24238441969
64272289 13904418889 27744565489
96687889 13906305625 27715923361
4189843441 13906305625 23622767809
6594901681 13906305625 21217709569
8986850401 13906305625 18825760849
3617180449 13909135969 24201091489
577104529 13915741225 27254377921
4800688369 13915741225 23030794081
11020170529 13917628729 16815086929
10847847409 13918572529 16989297649
801965761 13921404121 27040842481
2283979681 13924236001 25564492321
3083469841 13924236001 24765002161
5276714881 13924236001 22571757121
6380654641 13924236001 21467817361
1615477249 13929900625 26244324001
2830346401 13929900625 25029454849
10635178129 13931789089 17228400049
237375649 13932733369 27628091089
1793776609 13934622025 26075467441
7374172129 13934622025 20495071921
8035508881 13935566401 19835623921
10718253841 13935566401 17152878961
5448949489 13937455249 22425961009
6417772321 13938399721 21459027121
13608721 13943122561 27872636401
10423797409 13945956649 17468115889
2589486769 13951625689 25313764609
3431967889 13951625689 24471283489
122921569 13955405689 27787889809
10418897329 13955405689 17491914049
13786369 13958241025 27902695681
1866844849 13958241025 26049637201
544148929 13961076649 27378004369
1360650769 13961076649 26561502529
7844113489 13961076649 20078039809
10213729969 13961076649 17708423329
695324161 13962967225 27230610289
5114967361 13962967225 22810967089
411318961 13963912561 27516506161
8427056401 13968639721 19510223041
864771649 13969585249 27074398849
3983250769 13969585249 23955919729
296907361 13971476401 27646045441
6242422081 13971476401 21700530721
4581529969 13974313369 23367096769
3423537121 13977150625 24530764129
10122170881 13977150625 17832130369
1052418481 13980934081 26909449681
2172398881 13980934081 25789469281
2707224961 13982826001 25258427041
200987329 13983772009 27766556689
519520849 13988502529 27457484209
4087939969 13989448729 23890957489
418609 13991341225 27982263841
734247409 13991341225 27248435041
